timestamp,Soil humidity 1,Irrigation field 1,Soil humidity 2,Irrigation field 2,Soil humidity 3,Irrigation field 3,Soil humidity 4,Irrigation field 4,Air temperature (C),Air humidity (%),Pressure (KPa),Wind speed (Km/h),Wind gust (Km/h),Wind direction (Deg)
2019-03-04 15:05:00,68.0,0,49.0,0,55.18,0,24.4,0,33.83,4.8,101.26,12.05,82.76,315.0
2019-03-04 15:10:00,68.0,0,49.0,0,55.14,0,24.05,0,33.88,4.98,101.25,11.06,68.66,315.0
2019-03-04 15:15:00,68.0,0,49.0,0,55.09,0,23.7,0,33.94,5.17,101.24,10.06,54.55,315.0
2019-03-04 15:20:00,68.0,0,49.0,0,55.04,0,23.35,0,34.16,4.4,101.24,10.48,59.7,315.0
2019-03-04 15:25:00,68.0,0,49.0,0,54.99,0,23.0,0,34.37,3.64,101.23,10.89,64.86,315.0
2019-03-04 15:30:00,68.0,0,49.0,0,54.95,0,22.65,0,34.2,3.7,101.22,11.22,69.93,315.0
2019-03-04 15:35:00,68.0,0,49.0,0,54.9,0,22.3,0,34.02,3.77,101.21,11.54,75.0,315.0
2019-03-04 15:40:00,68.0,0,49.0,0,54.85,0,21.95,0,33.93,4.08,101.2,10.5,64.16,270.0
2019-03-04 15:45:00,68.0,0,49.0,0,54.8,0,21.6,0,33.84,4.38,101.2,9.45,53.33,225.0
2019-03-04 15:50:00,68.0,0,49.0,0,54.75,0,21.25,0,34.13,4.56,101.2,9.84,59.1,270.0
2019-03-04 15:55:00,68.0,0,49.0,0,54.71,0,20.9,0,34.42,4.73,101.19,10.23,64.86,315.0
2019-03-04 16:00:00,68.0,0,49.0,0,54.66,0,20.55,0,34.12,4.43,101.18,9.83,65.76,270.0
2019-03-04 16:05:00,68.0,0,49.0,0,54.61,0,20.2,0,33.83,4.13,101.18,9.43,66.67,225.0
2019-03-04 16:10:00,68.0,0,49.0,0,54.56,0,19.85,0,33.72,4.56,101.18,10.24,63.34,225.0
2019-03-04 16:15:00,68.0,0,49.0,0,54.51,0,19.5,0,33.61,4.98,101.18,11.06,60.0,225.0
2019-03-04 16:20:00,68.0,0,49.0,0,54.47,0,19.15,0,33.64,4.83,101.18,10.59,56.66,225.0
2019-03-04 16:25:00,68.0,0,49.0,0,54.42,0,18.8,0,33.66,4.68,101.17,10.12,53.33,225.0
2019-03-04 16:30:00,68.0,0,49.0,0,54.37,0,18.45,0,33.5,4.74,101.17,10.91,49.3,225.0
2019-03-04 16:35:00,68.0,0,49.0,0,54.32,0,18.1,0,33.35,4.8,101.17,11.7,45.28,225.0
2019-03-04 16:40:00,68.0,0,49.0,0,54.27,0,17.75,0,33.2,4.44,101.17,10.92,47.64,225.0
2019-03-04 16:45:00,68.0,0,49.0,0,54.23,0,17.4,0,33.06,4.08,101.17,10.13,50.0,225.0
2019-03-04 16:50:00,68.0,0,49.0,0,54.18,0,17.05,0,33.13,4.32,101.16,9.27,50.53,270.0
2019-03-04 16:55:00,68.0,0,49.0,0,54.13,0,16.7,0,33.2,4.57,101.16,8.41,51.06,315.0
2019-03-04 17:00:00,68.0,0,49.0,0,54.08,0,16.35,0,33.16,4.76,101.16,8.9,43.99,270.0
2019-03-04 17:05:00,68.0,0,49.0,0,54.03,0,16.0,0,33.12,4.94,101.17,9.38,36.92,225.0
2019-03-04 17:10:00,68.0,0,49.0,0,53.99,0,15.92,0,33.02,4.69,101.18,9.72,52.74,225.0
2019-03-04 17:15:00,68.0,0,49.0,0,53.94,0,15.85,0,32.92,4.43,101.18,10.05,68.57,225.0
2019-03-04 17:20:00,68.0,0,49.0,0,53.89,0,15.77,0,32.83,4.66,101.18,9.92,60.37,225.0
2019-03-04 17:25:00,68.0,0,49.0,0,53.84,0,15.7,0,32.74,4.89,101.17,9.79,52.17,225.0
2019-03-04 17:30:00,68.0,0,49.0,0,53.79,0,15.62,0,32.61,4.99,101.16,9.24,50.08,225.0
2019-03-04 17:35:00,68.0,0,49.0,0,53.75,0,15.54,0,32.47,5.1,101.16,8.69,48.0,225.0
2019-03-04 17:40:00,68.0,0,49.04,1,53.7,0,15.47,0,32.38,5.08,101.16,8.64,43.36,225.0
2019-03-04 17:45:00,68.0,0,49.08,1,53.65,0,15.39,0,32.28,5.06,101.15,8.59,38.71,225.0
2019-03-04 17:50:00,68.0,0,49.12,1,53.6,0,15.32,0,31.81,8.82,101.16,9.01,40.35,174.38
2019-03-04 17:55:00,68.0,0,49.16,1,53.55,0,15.24,0,31.34,12.58,101.16,9.43,42.0,123.75
2019-03-04 18:00:00,68.0,0,49.19,1,53.51,0,15.16,0,30.88,16.34,101.16,9.84,43.64,73.12
2019-03-04 18:05:00,68.0,0,49.23,1,53.46,0,15.09,0,30.41,20.1,101.17,10.26,45.28,22.5
2019-03-04 18:10:00,68.0,0,49.27,1,53.41,0,15.01,0,29.57,22.62,101.18,9.71,43.19,22.5
2019-03-04 18:15:00,68.0,0,49.31,1,53.36,0,14.94,0,28.72,25.13,101.18,9.16,41.1,22.5
2019-03-04 18:20:00,68.0,0,49.35,1,53.32,0,14.86,0,27.88,27.65,101.18,8.6,39.01,22.5
2019-03-04 18:25:00,68.0,0,49.39,1,53.27,0,14.78,0,27.04,30.16,101.19,8.05,36.92,22.5
2019-03-04 18:30:00,68.0,0,49.43,1,53.22,0,14.71,0,26.62,30.82,101.19,7.68,32.75,22.5
2019-03-04 18:35:00,68.0,0,49.47,1,53.17,0,14.63,0,26.19,31.49,101.19,7.31,28.57,22.5
2019-03-04 18:40:00,68.0,0,49.51,1,53.12,0,14.56,0,25.63,32.57,101.19,7.38,39.28,22.5
2019-03-04 18:45:00,68.0,0,49.55,1,53.08,0,14.48,0,25.07,33.65,101.19,7.44,50.0,22.5
2019-03-04 18:50:00,68.0,0,49.58,1,53.03,0,14.41,0,24.65,34.87,101.2,7.84,44.67,22.5
2019-03-04 18:55:00,68.0,0,49.62,1,52.98,0,14.33,0,24.23,36.09,101.21,8.23,39.34,22.5
2019-03-04 19:00:00,68.0,0,49.66,1,52.93,0,14.25,0,23.78,37.16,101.21,9.28,39.03,22.5
2019-03-04 19:05:00,68.0,0,49.7,1,52.88,0,14.18,0,23.33,38.23,101.21,10.33,38.71,22.5
2019-03-04 19:10:00,68.0,0,49.74,1,52.84,0,14.1,0,22.86,39.51,101.22,9.9,37.26,22.5
2019-03-04 19:15:00,68.0,0,49.78,1,52.79,0,14.03,0,22.4,40.79,101.22,9.47,35.82,22.5
2019-03-04 19:20:00,68.0,0,49.82,1,52.74,0,13.95,0,22.12,41.82,101.22,9.96,40.13,22.5
2019-03-04 19:25:00,68.0,0,49.86,1,52.69,0,13.87,0,21.83,42.84,101.21,10.46,44.44,22.5
2019-03-04 19:30:00,68.0,0,49.9,1,52.64,0,13.8,0,21.6,43.62,101.22,12.16,46.71,22.5
2019-03-04 19:35:00,68.0,0,49.94,1,52.6,0,13.72,0,21.36,44.39,101.24,13.85,48.98,22.5
2019-03-04 19:40:00,68.0,0,49.97,1,52.55,0,13.65,0,21.18,45.27,101.25,12.64,45.18,22.5
2019-03-04 19:45:00,68.0,0,50.01,1,52.5,0,13.57,0,21.0,46.15,101.26,11.42,41.38,22.5
2019-03-04 19:50:00,68.0,0,50.05,1,52.45,0,13.49,0,20.74,47.54,101.26,10.3,41.03,22.5
2019-03-04 19:55:00,68.0,0,50.09,1,52.4,0,13.42,0,20.47,48.93,101.27,9.19,40.68,22.5
2019-03-04 20:00:00,68.0,0,50.13,1,52.36,0,13.34,0,20.35,49.73,101.28,8.7,37.92,22.5
2019-03-04 20:05:00,68.0,0,50.17,1,52.31,0,13.27,0,20.23,50.53,101.28,8.2,35.16,22.5
2019-03-04 20:10:00,68.0,0,50.21,1,52.26,0,13.19,0,20.11,51.33,101.28,7.71,32.39,22.5
2019-03-04 20:15:00,68.0,0,50.25,1,52.21,0,13.11,0,19.99,52.13,101.29,7.22,29.63,22.5
2019-03-04 20:20:00,68.0,0,50.29,1,52.16,0,13.04,0,19.81,52.84,101.3,7.57,33.56,22.5
2019-03-04 20:25:00,68.0,0,50.32,1,52.12,0,12.96,0,19.63,53.56,101.31,7.92,37.5,22.5
2019-03-04 20:30:00,68.0,0,50.36,1,52.07,0,12.89,0,19.52,53.92,101.32,7.2,35.89,22.5
2019-03-04 20:35:00,68.0,0,50.4,1,52.02,0,12.81,0,19.4,54.28,101.33,6.48,34.29,22.5
2019-03-04 20:40:00,68.0,0,50.44,1,51.97,0,12.73,0,19.2,54.7,101.34,6.2,34.04,22.5
2019-03-04 20:45:00,68.0,0,50.48,1,51.92,0,12.66,0,19.01,55.11,101.35,5.91,33.8,22.5
2019-03-04 20:50:00,68.0,0,50.52,1,51.88,0,12.58,0,18.91,55.22,101.36,5.72,28.22,22.5
2019-03-04 20:55:00,68.0,0,50.56,1,51.83,0,12.51,0,18.81,55.34,101.37,5.53,22.64,22.5
2019-03-04 21:00:00,68.0,0,50.6,1,51.78,0,12.43,0,18.74,55.57,101.37,6.1,30.07,22.5
2019-03-04 21:05:00,68.0,0,50.64,1,51.73,0,12.35,0,18.67,55.8,101.37,6.68,37.5,22.5
2019-03-04 21:10:00,68.0,0,50.68,1,51.68,0,12.28,0,18.65,55.56,101.37,6.69,37.8,22.5
2019-03-04 21:15:00,68.0,0,50.71,1,51.64,0,12.2,0,18.63,55.31,101.37,6.7,38.1,22.5
2019-03-04 21:20:00,68.0,0,50.75,1,51.59,0,12.13,0,18.63,55.33,101.38,6.62,32.68,22.5
2019-03-04 21:25:00,68.0,0,50.79,1,51.54,0,12.05,0,18.64,55.35,101.39,6.53,27.27,22.5
2019-03-04 21:30:00,68.0,0,50.83,1,51.49,0,11.97,0,18.53,55.94,101.4,6.66,29.64,22.5
2019-03-04 21:35:00,68.0,0,50.87,1,51.45,0,11.9,0,18.42,56.53,101.4,6.79,32.0,22.5
2019-03-04 21:40:00,68.0,0,50.91,1,51.4,0,11.82,0,18.38,57.03,101.41,6.46,29.96,22.5
2019-03-04 21:45:00,68.0,0,50.95,1,51.35,0,11.75,0,18.33,57.52,101.42,6.13,27.91,22.5
2019-03-04 21:50:00,68.0,0,50.99,1,51.3,0,11.67,0,18.23,57.98,101.43,6.38,28.59,22.5
2019-03-04 21:55:00,68.0,0,51.03,1,51.25,0,11.59,0,18.12,58.44,101.43,6.62,29.27,22.5
2019-03-04 22:00:00,68.0,0,51.06,1,51.21,0,11.52,0,18.08,58.82,101.44,6.52,29.1,22.5
2019-03-04 22:05:00,68.0,0,51.1,1,51.16,0,11.44,0,18.05,59.2,101.45,6.41,28.92,22.5
2019-03-04 22:10:00,68.0,0,51.14,1,51.11,0,11.37,0,18.04,59.53,101.45,6.36,31.6,22.5
2019-03-04 22:15:00,68.0,0,51.18,1,51.06,0,11.29,0,18.03,59.86,101.45,6.3,34.29,22.5
2019-03-04 22:20:00,68.0,0,51.22,1,51.01,0,11.22,0,17.97,60.27,101.45,5.8,28.8,22.5
2019-03-04 22:25:00,68.0,0,51.26,1,50.97,0,11.14,0,17.91,60.68,101.45,5.29,23.3,22.5
2019-03-04 22:30:00,68.0,0,51.3,1,50.92,0,11.06,0,17.67,61.7,101.46,4.7,20.1,22.5
2019-03-04 22:35:00,68.0,0,51.34,1,50.87,0,10.99,0,17.43,62.73,101.46,4.1,16.9,22.5
2019-03-04 22:40:00,68.0,0,51.38,1,50.82,0,10.91,0,17.32,63.17,101.46,4.44,19.26,22.5
2019-03-04 22:45:00,68.0,0,51.42,1,50.77,0,10.84,0,17.21,63.61,101.45,4.78,21.62,22.5
2019-03-04 22:50:00,68.0,0,51.45,1,50.73,0,10.76,0,17.18,63.85,101.45,4.98,25.44,22.5
2019-03-04 22:55:00,68.0,0,51.49,1,50.68,0,10.68,0,17.14,64.09,101.45,5.18,29.27,22.5
2019-03-04 23:00:00,68.0,0,51.53,1,50.63,0,10.61,0,17.2,64.23,101.45,5.0,27.13,22.5
2019-03-04 23:05:00,68.0,0,51.57,1,50.58,0,10.53,0,17.25,64.36,101.45,4.82,25.0,22.5
2019-03-04 23:10:00,68.0,0,51.61,1,50.53,0,10.46,0,17.31,64.5,101.45,4.64,22.86,22.5
2019-03-04 23:15:00,68.0,0,51.65,1,50.49,0,10.38,0,17.16,65.44,101.45,4.45,20.26,22.5
2019-03-04 23:20:00,68.0,0,51.69,1,50.44,0,10.3,0,17.01,66.39,101.45,4.26,17.65,22.5
2019-03-04 23:25:00,68.0,0,51.73,1,50.39,0,10.23,0,16.9,67.13,101.45,3.72,18.42,22.5
2019-03-04 23:30:00,68.0,0,51.77,1,50.34,0,10.15,0,16.78,67.88,101.45,3.17,19.2,22.5
2019-03-04 23:35:00,68.0,0,51.81,1,50.29,0,10.08,0,16.84,67.83,101.45,3.72,20.22,22.5
2019-03-04 23:40:00,68.0,0,51.84,1,50.25,0,10.0,0,16.9,67.78,101.45,4.27,21.24,22.5
2019-03-04 23:45:00,68.0,0,51.88,1,50.2,0,10.0,0,16.88,67.92,101.45,3.54,20.62,22.5
2019-03-04 23:50:00,68.0,0,51.92,1,50.15,0,10.0,0,16.85,68.06,101.45,2.82,20.0,22.5
2019-03-04 23:55:00,68.0,0,51.96,1,50.1,0,10.0,0,16.68,69.1,101.45,2.8,20.17,22.5
2019-03-05 00:00:00,68.0,0,52.0,1,50.05,0,10.0,0,16.51,70.13,101.45,2.77,20.34,22.5
2019-03-05 00:05:00,68.0,0,52.0,0,50.01,0,10.0,0,16.38,70.56,101.44,2.55,15.7,22.5
2019-03-05 00:10:00,68.0,0,52.0,0,49.96,0,10.0,0,16.24,70.98,101.44,2.34,11.06,22.5
2019-03-05 00:15:00,68.0,0,52.0,0,49.91,0,10.0,0,15.96,72.18,101.44,2.26,14.36,22.5
2019-03-05 00:20:00,68.0,0,52.0,0,49.86,0,10.0,0,15.69,73.39,101.44,2.17,17.65,22.5
2019-03-05 00:25:00,68.0,0,52.0,0,49.82,0,10.0,0,15.8,73.52,101.44,2.72,17.65,22.5
2019-03-05 00:30:00,68.0,0,52.0,0,49.77,0,10.0,0,15.91,73.65,101.43,3.28,17.65,22.5
2019-03-05 00:35:00,68.0,0,52.0,0,49.72,0,10.0,0,15.97,73.56,101.43,3.42,14.36,22.5
2019-03-05 00:40:00,68.0,0,52.0,0,49.67,0,10.0,0,16.03,73.46,101.43,3.56,11.06,22.5
2019-03-05 00:45:00,68.0,0,52.0,0,49.62,0,10.0,0,15.95,74.13,101.43,3.42,14.42,22.5
2019-03-05 00:50:00,68.0,0,52.0,0,49.58,0,10.0,0,15.87,74.8,101.42,3.28,17.78,22.5
2019-03-05 00:55:00,68.0,0,52.0,0,49.53,0,10.0,0,15.76,75.19,101.42,3.0,13.12,22.5
2019-03-05 01:00:00,68.0,0,52.0,0,49.48,0,10.0,0,15.65,75.59,101.42,2.72,8.45,22.5
2019-03-05 01:05:00,68.0,0,52.0,0,49.43,0,10.0,0,15.5,76.43,101.42,2.82,9.02,22.5
2019-03-05 01:10:00,68.0,0,52.0,0,49.38,0,10.0,0,15.34,77.27,101.41,2.93,9.6,22.5
2019-03-05 01:15:00,68.0,0,52.0,0,49.34,0,10.0,0,15.41,77.31,101.4,3.26,12.26,22.5
2019-03-05 01:20:00,68.0,0,52.0,0,49.29,0,10.0,0,15.48,77.34,101.4,3.6,14.91,22.5
2019-03-05 01:25:00,68.0,0,52.0,0,49.24,0,10.0,0,15.46,77.28,101.4,3.55,14.24,22.5
2019-03-05 01:30:00,68.0,0,52.0,0,49.19,0,10.0,0,15.45,77.22,101.39,3.5,13.56,22.5
2019-03-05 01:35:00,68.0,0,52.0,0,49.14,0,10.0,0,15.48,77.58,101.38,3.98,13.6,22.5
2019-03-05 01:40:00,68.0,0,52.0,0,49.1,0,10.0,0,15.51,77.94,101.38,4.46,13.64,22.5
2019-03-05 01:45:00,68.0,0,52.0,0,49.05,0,10.0,0,15.42,77.97,101.38,3.97,13.64,22.5
2019-03-05 01:50:00,68.0,0,52.0,0,49.0,0,10.0,0,15.32,78.01,101.37,3.48,13.64,22.5
2019-03-05 01:55:00,68.0,0,52.0,0,49.0,0,10.0,0,15.1,78.69,101.36,3.28,16.82,22.5
2019-03-05 02:00:00,68.0,0,52.0,0,49.0,0,10.0,0,14.88,79.38,101.36,3.09,20.0,22.5
2019-03-05 02:05:00,68.0,0,52.0,0,49.0,0,10.0,0,14.85,79.59,101.35,2.83,15.66,22.5
2019-03-05 02:10:00,68.0,0,52.0,0,49.0,0,10.0,0,14.82,79.79,101.34,2.57,11.32,22.5
2019-03-05 02:15:00,68.0,0,52.0,0,49.0,0,10.0,0,14.79,80.02,101.34,2.48,8.68,22.5
2019-03-05 02:20:00,68.0,0,52.0,0,49.0,0,10.0,0,14.76,80.25,101.33,2.4,6.03,22.5
2019-03-05 02:25:00,68.0,0,52.0,0,49.0,0,10.0,0,14.39,81.75,101.32,2.4,6.84,22.5
2019-03-05 02:30:00,68.0,0,52.0,0,49.0,0,10.0,0,14.02,83.25,101.32,2.4,7.64,22.5
2019-03-05 02:35:00,68.0,0,52.0,0,49.0,0,10.0,0,13.97,84.26,101.32,2.34,6.98,22.5
2019-03-05 02:40:00,68.0,0,52.0,0,49.0,0,10.0,0,13.92,85.26,101.31,2.29,6.32,22.5
2019-03-05 02:45:00,68.0,0,52.0,0,49.0,0,10.0,0,13.9,85.88,101.31,2.26,6.35,22.5
2019-03-05 02:50:00,68.0,0,52.0,0,49.0,0,10.0,0,13.89,86.49,101.31,2.24,6.39,22.5
2019-03-05 02:55:00,68.0,0,52.0,0,49.0,0,10.0,0,13.87,87.11,101.31,2.21,6.42,22.5
2019-03-05 03:00:00,68.0,0,52.0,0,49.0,0,10.0,0,13.92,87.72,101.3,2.17,8.28,22.5
2019-03-05 03:05:00,68.0,0,52.0,0,49.0,0,10.03,1,13.98,88.34,101.29,2.13,10.13,22.5
2019-03-05 03:10:00,68.0,0,52.0,0,49.0,0,10.05,1,13.84,88.9,101.29,2.22,8.86,22.5
2019-03-05 03:15:00,68.0,0,52.0,0,49.0,0,10.08,1,13.71,89.45,101.29,2.31,7.59,22.5
2019-03-05 03:20:00,68.0,0,52.0,0,49.0,0,10.1,1,13.59,90.28,101.28,2.34,6.49,22.5
2019-03-05 03:25:00,68.0,0,52.0,0,49.0,0,10.13,1,13.47,91.11,101.28,2.38,5.39,22.5
2019-03-05 03:30:00,68.0,0,52.0,0,49.0,0,10.15,1,13.37,91.82,101.27,2.5,5.38,22.5
2019-03-05 03:35:00,68.0,0,52.0,0,49.0,0,10.18,1,13.27,92.52,101.26,2.62,5.36,22.5
2019-03-05 03:40:00,68.0,0,52.0,0,49.0,0,10.21,1,13.06,92.95,101.27,2.53,4.8,22.5
2019-03-05 03:45:00,68.0,0,52.0,0,49.0,0,10.23,1,12.85,93.38,101.28,2.44,4.23,22.5
2019-03-05 03:50:00,68.0,0,52.0,0,49.0,0,10.26,1,12.57,93.71,101.27,2.2,4.07,22.5
2019-03-05 03:55:00,68.0,0,52.0,0,49.0,0,10.28,1,12.29,94.04,101.26,1.96,3.9,22.5
2019-03-05 04:00:00,68.0,0,52.0,0,49.0,0,10.31,1,12.07,94.57,101.26,1.62,3.76,22.5
2019-03-05 04:05:00,68.0,0,52.0,0,49.0,0,10.33,1,11.85,95.1,101.25,1.29,3.63,22.5
2019-03-05 04:10:00,68.0,0,52.0,0,49.0,0,10.36,1,11.76,95.54,101.25,1.89,3.86,22.5
2019-03-05 04:15:00,68.0,0,52.0,0,49.0,0,10.38,1,11.68,95.97,101.25,2.48,4.09,22.5
2019-03-05 04:20:00,68.0,0,52.0,0,49.0,0,10.41,1,11.74,95.98,101.25,2.64,4.57,22.5
2019-03-05 04:25:00,68.0,0,52.0,0,49.0,0,10.44,1,11.81,96.0,101.25,2.8,5.06,22.5
2019-03-05 04:30:00,68.0,0,52.0,0,49.0,0,10.46,1,11.98,96.0,101.25,2.69,5.81,22.5
2019-03-05 04:35:00,68.0,0,52.0,0,49.0,0,10.49,1,12.14,96.0,101.25,2.58,6.56,22.5
2019-03-05 04:40:00,68.0,0,52.0,0,49.0,0,10.51,1,12.29,96.0,101.25,2.19,6.29,22.5
2019-03-05 04:45:00,68.0,0,52.0,0,49.0,0,10.54,1,12.44,96.0,101.25,1.8,6.02,22.5
2019-03-05 04:50:00,68.0,0,52.0,0,49.0,0,10.56,1,12.54,96.0,101.26,1.98,6.05,22.5
2019-03-05 04:55:00,68.0,0,52.0,0,49.0,0,10.59,1,12.65,96.0,101.26,2.17,6.08,22.5
2019-03-05 05:00:00,68.0,0,52.0,0,49.0,0,10.62,1,12.68,96.0,101.26,1.88,7.73,22.5
2019-03-05 05:05:00,68.0,0,52.0,0,49.0,0,10.64,1,12.7,96.0,101.26,1.58,9.38,22.5
2019-03-05 05:10:00,68.0,0,52.0,0,49.0,0,10.67,1,12.82,96.0,101.26,2.34,11.24,22.5
2019-03-05 05:15:00,68.0,0,52.0,0,49.0,0,10.69,1,12.94,96.0,101.25,3.11,13.11,22.5
2019-03-05 05:20:00,68.0,0,52.0,0,49.0,0,10.72,1,13.14,96.0,101.26,3.42,10.62,123.75
2019-03-05 05:25:00,68.0,0,52.0,0,49.0,0,10.74,1,13.35,96.0,101.27,3.72,8.14,225.0
2019-03-05 05:30:00,68.0,0,52.0,0,49.0,0,10.77,1,13.41,96.0,101.28,3.35,8.09,123.75
2019-03-05 05:35:00,68.0,0,52.0,0,49.0,0,10.79,1,13.47,96.0,101.28,2.98,8.03,22.5
2019-03-05 05:40:00,68.0,0,52.0,0,49.0,0,10.82,1,13.36,96.0,101.28,3.3,9.78,22.5
2019-03-05 05:45:00,68.0,0,52.0,0,49.0,0,10.85,1,13.26,96.0,101.28,3.62,11.54,22.5
2019-03-05 05:50:00,68.0,0,52.0,0,49.0,0,10.87,1,13.29,96.0,101.28,3.69,10.95,22.5
2019-03-05 05:55:00,68.0,0,52.0,0,49.0,0,10.9,1,13.33,96.0,101.29,3.75,10.35,22.5
2019-03-05 06:00:00,68.0,0,52.0,0,49.0,0,10.92,1,13.36,96.0,101.29,3.82,9.76,22.5
2019-03-05 06:05:00,68.0,0,52.0,0,49.0,0,10.95,1,13.26,96.0,101.28,3.38,8.64,22.5
2019-03-05 06:10:00,68.0,0,52.0,0,49.0,0,10.97,1,13.17,96.0,101.28,2.93,7.52,22.5
2019-03-05 06:15:00,68.0,0,52.0,0,49.0,0,11.0,1,13.01,96.0,101.28,3.0,7.5,22.5
2019-03-05 06:20:00,68.0,0,52.0,0,49.0,0,10.92,0,12.85,96.0,101.29,3.08,7.48,22.5
2019-03-05 06:25:00,68.0,0,52.0,0,49.0,0,10.85,0,12.85,96.0,101.29,3.06,7.24,22.5
2019-03-05 06:30:00,68.0,0,51.95,0,49.0,0,10.78,0,12.85,96.0,101.29,3.03,7.0,22.5
2019-03-05 06:35:00,68.0,0,51.9,0,49.0,0,10.7,0,12.72,96.0,101.3,2.47,6.89,22.5
2019-03-05 06:40:00,68.0,0,51.85,0,49.0,0,10.62,0,12.58,96.0,101.3,1.92,6.78,22.5
2019-03-05 06:45:00,68.0,0,51.79,0,49.0,0,10.55,0,12.36,96.0,101.3,1.66,6.22,22.5
2019-03-05 06:50:00,68.0,0,51.74,0,49.0,0,10.48,0,12.13,96.0,101.3,1.4,5.66,22.5
2019-03-05 06:55:00,68.0,0,51.69,0,49.0,0,10.4,0,12.16,96.0,101.3,1.8,7.01,22.5
2019-03-05 07:00:00,68.0,0,51.64,0,49.0,0,10.32,0,12.2,96.0,101.3,2.19,8.36,22.5
2019-03-05 07:05:00,68.0,0,51.59,0,49.0,0,10.25,0,12.22,96.0,101.3,2.19,9.54,22.5
2019-03-05 07:10:00,68.0,0,51.54,0,49.0,0,10.18,0,12.23,96.0,101.3,2.19,10.71,22.5
2019-03-05 07:15:00,67.94,0,51.49,0,49.0,0,10.1,0,12.3,96.0,101.3,2.55,10.01,22.5
2019-03-05 07:20:00,67.89,0,51.44,0,49.0,0,10.02,0,12.37,96.0,101.31,2.92,9.3,22.5
2019-03-05 07:25:00,67.83,0,51.38,0,49.0,0,9.95,0,12.42,96.0,101.31,2.23,7.54,22.5
2019-03-05 07:30:00,67.78,0,51.33,0,49.0,0,9.88,0,12.46,96.0,101.31,1.54,5.77,22.5
2019-03-05 07:35:00,67.72,0,51.28,0,49.0,0,9.8,0,12.54,95.84,101.32,1.45,5.96,22.5
2019-03-05 07:40:00,67.67,0,51.23,0,49.0,0,9.72,0,12.61,95.67,101.32,1.36,6.14,22.5
2019-03-05 07:45:00,67.61,0,51.18,0,49.0,0,9.65,0,13.52,92.24,101.34,1.35,5.78,22.5
2019-03-05 07:50:00,67.56,0,51.13,0,49.0,0,9.57,0,14.43,88.82,101.36,1.34,5.41,22.5
2019-03-05 07:55:00,67.5,0,51.08,0,49.02,1,9.5,0,16.19,78.4,101.36,2.26,6.84,123.75
2019-03-05 08:00:00,67.44,0,51.03,0,49.04,1,9.43,0,17.95,67.97,101.37,3.18,8.28,225.0
2019-03-05 08:05:00,67.39,0,50.97,0,49.06,1,9.35,0,18.71,61.84,101.36,3.54,9.18,225.0
2019-03-05 08:10:00,67.33,0,50.92,0,49.07,1,9.28,0,19.47,55.7,101.36,3.89,10.08,225.0
2019-03-05 08:15:00,67.28,0,50.87,0,49.09,1,9.2,0,20.05,52.7,101.37,4.28,11.07,225.0
2019-03-05 08:20:00,67.22,0,50.82,0,49.11,1,9.12,0,20.63,49.7,101.38,4.67,12.06,225.0
2019-03-05 08:25:00,67.17,0,50.77,0,49.13,1,9.05,0,20.78,47.84,101.39,4.36,13.05,225.0
2019-03-05 08:30:00,67.11,0,50.72,0,49.15,1,8.98,0,20.93,45.99,101.4,4.06,14.04,225.0
2019-03-05 08:35:00,67.06,0,50.67,0,49.17,1,8.9,0,21.32,44.12,101.4,4.24,14.42,225.0
2019-03-05 08:40:00,67.0,0,50.62,0,49.18,1,8.82,0,21.72,42.24,101.4,4.43,14.81,225.0
2019-03-05 08:45:00,66.94,0,50.56,0,49.2,1,8.75,0,22.64,39.56,101.41,4.62,15.46,225.0
2019-03-05 08:50:00,66.89,0,50.51,0,49.22,1,8.68,0,23.56,36.88,101.42,4.82,16.1,225.0
2019-03-05 08:55:00,66.83,0,50.46,0,49.24,1,8.6,0,24.48,34.19,101.42,5.01,16.74,225.0
2019-03-05 09:00:00,66.78,0,50.41,0,49.26,1,8.52,0,25.4,31.51,101.43,5.21,17.39,225.0
2019-03-05 09:05:00,66.72,0,50.36,0,49.28,1,8.45,0,25.89,29.82,101.43,5.42,24.91,225.0
2019-03-05 09:10:00,66.67,0,50.31,0,49.29,1,8.38,0,26.38,28.13,101.43,5.62,32.43,225.0
2019-03-05 09:15:00,66.61,0,50.26,0,49.31,1,8.3,0,27.04,26.42,101.44,5.35,29.85,270.0
2019-03-05 09:20:00,66.56,0,50.21,0,49.33,1,8.22,0,27.69,24.72,101.44,5.07,27.27,315.0
2019-03-05 09:25:00,66.5,0,50.15,0,49.35,1,8.15,0,27.68,23.26,101.44,5.78,30.3,315.0
2019-03-05 09:30:00,66.44,0,50.1,0,49.37,1,8.07,0,27.66,21.81,101.43,6.49,33.33,315.0
2019-03-05 09:35:00,66.39,0,50.05,0,49.39,1,8.0,0,28.28,20.17,101.44,6.59,35.05,315.0
2019-03-05 09:40:00,66.33,0,50.0,0,49.41,1,8.11,1,28.91,18.53,101.44,6.69,36.77,315.0
2019-03-05 09:45:00,66.28,0,49.92,0,49.42,1,8.22,1,29.54,16.88,101.45,6.78,38.48,315.0
2019-03-05 09:50:00,66.22,0,49.85,0,49.44,1,8.33,1,30.16,15.24,101.46,6.88,40.2,315.0
2019-03-05 09:55:00,66.17,0,49.77,0,49.46,1,8.44,1,30.78,13.6,101.46,6.98,41.92,315.0
